UniprotA,UniprotB,SymbolA,SymbolB,pInt
O95831-3,P10321,AIFM1,HLA-C,0.77384780296319
O95831-3,Q6NXE6-2,AIFM1,ARMC6,0.79740615385865
O95831-3,P54819-2,AIFM1,AK2,0.999532714529216
O95831-3,Q63ZY3-2,AIFM1,KANK2,0.999774114701361
O95831-3,P62333,AIFM1,PSMC6,0.889823370759159
O95831-3,Q9Y450,AIFM1,HBS1L,0.97739714272836
O95831-3,Q5SVS4,AIFM1,SLC25A30,0.82110612812664
O95831-3,Q6AI08,AIFM1,HEATR6,0.997419308627167
O95831-3,Q13200,AIFM1,PSMD2,0.820590500392412
O95831-3,O75608-2,AIFM1,LYPLA1,0.933830556842051
O95831-3,Q9BXW7-2,AIFM1,CECR5,0.957144937183302
O95831-3,Q96K37,AIFM1,SLC35E1,0.99863825534604
O95831-3,Q5JTV8,AIFM1,TOR1AIP1,0.99999996842879
O95831-3,Q9NVI1-1,AIFM1,FANCI,0.801375986687129
O95831-3,P68366,AIFM1,TUBA4A,0.82670304293765
O95831-3,Q71U36,AIFM1,TUBA1A,0.986948620546297
O95831-3,Q9BQE3,AIFM1,TUBA1C,0.91230525758713
O95831-3,P10599,AIFM1,TXN,0.975588322768697
O95831-3,Q53GQ0,AIFM1,HSD17B12,0.937888737556618
O95831-3,Q9Y230,AIFM1,RUVBL2,0.91782291577923
O95831-3,P06702,AIFM1,S100A9,0.774588223363812
O95831-3,P29508,AIFM1,SERPINB3,0.97443490241645
O95831-3,Q8N4Q1-2,AIFM1,CHCHD4,0.99999998387241
O95831-3,Q9UID3,AIFM1,C11orf2,0.995826458135003
O95831-3,Q02338,AIFM1,BDH1,0.807974446360775
O95831-3,Q9Y6Y1-2,AIFM1,CAMTA1,0.99997483908667
O95831-3,Q9Y4R8,AIFM1,TELO2,0.9828738195016
O95831-3,Q96MM6,AIFM1,HSPA12B,0.959873032807281
O95831-3,O43301,AIFM1,HSPA12A,0.93921142323919
O95831-3,P31151,AIFM1,S100A7,0.977498617280869
O95831-3,Q96GD4,AIFM1,AURKB,0.99785017025991
O95831-3,Q8WYP5-2,AIFM1,AHCTF1,0.902399040400501
O95831-3,P17900,AIFM1,GM2A,0.84026666804912
O95831-3,O43920,AIFM1,NDUFS5,0.88914999593756
O95831-3,Q9NVE7,AIFM1,PANK4,0.837591846166276
O95831-3,Q92538,AIFM1,GBF1,0.766596614769518
O95831-3,Q9H7F0,AIFM1,ATP13A3,0.958044844414965
O95831-3,P01861,AIFM1,IGHG4,0.998941863127831
O95831-3,P14854,AIFM1,COX6B1,0.964261496723656
O95831-3,Q9HAS0,AIFM1,C17orf75,0.99987758692417
O95831-3,P53597,AIFM1,SUCLG1,0.886580112096997
O95831-3,Q03169,AIFM1,TNFAIP2,0.994947372119945
O95831-3,Q6ZNB6-2,AIFM1,NFXL1,0.961616366772635
O95831-3,Q53R41,AIFM1,FASTKD1,0.869267558354817
O95831-3,P56962,AIFM1,STX17,0.99258492567438
O95831-3,Q6PI48,AIFM1,DARS2,0.984461749694576
O95831-3,Q9BRY0,AIFM1,SLC39A3,0.88748164140306
O95831-3,P55036,AIFM1,PSMD4,0.84360453698593
O95831-3,Q4G148-2,AIFM1,GXYLT1,0.99999999047909
O95831-3,Q9UI12-2,AIFM1,ATP6V1H,0.91379112733337
O95831-3,Q6PML9,AIFM1,SLC30A9,0.940117296126517
O95831-3,Q9H1C4,AIFM1,UNC93B1,0.989229404566786
O95831-3,P55789,AIFM1,GFER,0.99999837208398
O95831-3,P56589,AIFM1,PEX3,0.80151320045324
O95831-3,Q7Z7A3,AIFM1,CTU1,0.927419560591889
O95831-3,Q9NSG2,AIFM1,C1orf112,0.968449004667819
O95831-3,Q6IAN0,AIFM1,DHRS7B,0.992342462696313
O43583,Q9ULC4-2,DENR,MCTS1,1.0
Q9NZQ0,P50579,DNAJC27,METAP2,0.902700930249724
Q9NZQ0,Q8NB25-3,DNAJC27,FAM184A,0.999999990657149
Q05639,P24534,EEF1A2,EEF1B2,0.999972025326408
Q05639,P01834,EEF1A2,IGKC,0.983878154664572
Q05639,P26641,EEF1A2,EEF1G,0.99999997022675
Q05639,P26640,EEF1A2,VARS,0.99981989818838
Q05639,Q86UP2-2,EEF1A2,KTN1,0.934799976136447
Q05639,P01857,EEF1A2,IGHG1,0.960174541442642
Q05639,P49589-2,EEF1A2,CARS,0.999047907975739
Q05639,Q9BVG4,EEF1A2,CXorf26,0.99943800012343
Q05639,P02787,EEF1A2,TF,0.854857830357908
Q05639,P68104,EEF1A2,EEF1A1,0.9999997713598
Q05639,P29508,EEF1A2,SERPINB3,0.83217244740155
Q05639,Q86SG5,EEF1A2,S100A7A,0.999775331563519
Q05639,P07476,EEF1A2,IVL,0.833351941724473
Q05639,Q969K4,EEF1A2,ABTB1,0.98750210719136
Q05639,P84243,EEF1A2,H3F3B,0.973081394558314
Q05639,B9A064,EEF1A2,IGLL5,0.994986684967733
Q14232,Q13144,EIF2B1,EIF2B5,1.0
Q14232,Q9UI10-2,EIF2B1,EIF2B4,0.999999927752975
Q14232,P49770,EIF2B1,EIF2B2,0.99999999999997
Q14232,Q9Y2C4-3,EIF2B1,EXOG,0.999995654329856
Q14232,Q9NR50,EIF2B1,EIF2B3,0.999999954912067
Q9UL18,O00170,EIF2C1,AIP,0.8702313167845
Q9UL18,Q9UPY3,EIF2C1,DICER1,0.99999991134219
Q9UL18,Q15434,EIF2C1,RBMS2,0.9748241212572
Q9UL18,Q15633-2,EIF2C1,TARBP2,0.998812166922659
Q9NQZ7,P13637,ENTPD7,ATP1A3,0.991115616874874
Q9NQZ7,P20020-2,ENTPD7,ATP2B1,0.993575734275827
Q9NQZ7,P23634-2,ENTPD7,ATP2B4,0.999904862863762
Q9NQZ7,Q01814-5,ENTPD7,ATP2B2,0.999996792156514
Q9NQZ7,Q16720-2,ENTPD7,ATP2B3,0.999999472506104
Q9NQZ7,Q8NBN3,ENTPD7,TMEM87A,0.994688027508438
Q9NQZ7,Q9H4A6,ENTPD7,GOLPH3,0.999999891461223
Q9NQZ7,Q9H4A5,ENTPD7,GOLPH3L,0.999994166595986
Q9NQZ7,Q96K49-2,ENTPD7,TMEM87B,0.829495992960425
Q9NQZ7,P38435,ENTPD7,GGCX,0.99925237863337
Q9NQZ7,O00400,ENTPD7,SLC33A1,0.999984868125595
Q9NQZ7,Q96S52-2,ENTPD7,PIGS,0.857355279579174
Q9NQZ7,Q9BY32,ENTPD7,ITPA,0.941401653882841
Q9NQZ7,Q9BXS4,ENTPD7,TMEM59,0.988055650987681
Q9NQZ7,Q9BVG9,ENTPD7,PTDSS2,0.793425118684006
Q9NQZ7,Q86V85,ENTPD7,GPR180,0.971865226637263
Q9NQZ7,Q9P2C4,ENTPD7,TMEM181,0.843291401175465
Q9NQZ7,A0PK00,ENTPD7,TMEM120B,0.955974877367225
Q9NQZ7,Q7LG56-2,ENTPD7,RRM2B,0.997093847422306
Q9NQZ7,Q8NFA0,ENTPD7,USP32,0.965320247274501
Q9NQZ7,Q9C0B1,ENTPD7,FTO,0.85335829786184
P15311,P26038,EZR,MSN,0.999972816817384
P15311,P35241,EZR,RDX,0.9997584201615
Q9UKA1,O95714,FBXL5,HERC2,0.842553392424975
Q9NVF7,Q9HC35,FBXO28,EML4,0.999938303996182
Q9NVF7,Q86YM7,FBXO28,HOMER1,0.999973189314296
Q9NVF7,Q9NSC5-2,FBXO28,HOMER3,0.999998591620802
Q9NVF7,Q96B97-2,FBXO28,SH3KBP1,0.99999999872048
Q9NVF7,Q07065,FBXO28,CKAP4,0.999786258481663
Q9NVF7,Q9Y2X7-3,FBXO28,GIT1,0.999423847361791
Q9NVF7,Q14161-10,FBXO28,GIT2,0.996859837916839
Q9NVF7,O00423,FBXO28,EML1,0.99999999999999
Q9NVF7,Q15052-2,FBXO28,ARHGEF6,0.99999752357796
Q9NVF7,Q14155-1,FBXO28,ARHGEF7,0.999925069369774
Q9NVF7,Q13153-2,FBXO28,PAK1,0.999537488765394
Q9NVF7,Q6Q0C0,FBXO28,TRAF7,0.989376919436765
Q9NVF7,Q8NHV4,FBXO28,NEDD1,0.999709064557163
Q9NVF7,Q9ULS5,FBXO28,TMCC3,0.999999575766575
Q9NVF7,P47756-2,FBXO28,CAPZB,0.89276785318401
Q13045,Q32MZ4-2,FLII,LRRFIP1,0.999999989730916
Q13045,Q9Y608-2,FLII,LRRFIP2,0.999999656579091
Q13045,P28289,FLII,TMOD1,0.99995192649728
Q13045,Q6PII3,FLII,C3orf19,0.999999999980207
Q13045,Q2VPK5-3,FLII,CTU2,0.817504997172963
Q13045,Q8TB52,FLII,FBXO30,0.752962003856699
Q13045,Q15185,FLII,PTGES3,0.99854481885158
P09958,Q92604,FURIN,LPGAT1,0.935354411066175
P09958,Q9Y2U8,FURIN,LEMD3,0.995824070567261
P09958,Q99574,FURIN,SERPINI1,0.975798940960029
P09958,P07093-2,FURIN,SERPINE2,0.99507827361548
P09958,O95260-2,FURIN,ATE1,0.999949132089883
P09958,Q8TE99-2,FURIN,ACPL2,0.99999999999999
P09958,Q16651,FURIN,PRSS8,0.794597643360466
P09958,Q9Y619,FURIN,SLC25A15,0.951145044166942
P09958,O94955,FURIN,RHOBTB3,0.895863241728549
P09958,Q9HBR0,FURIN,SLC38A10,0.801381958247854
Q9H2C0,P14136-2,GAN,GFAP,0.99628463486742
Q9H2C0,Q8IVD9,GAN,NUDCD3,0.995915792089919
Q9H2C0,Q9H967,GAN,WDR76,0.99999983362147
Q96KC2,P13637,ARL5B,ATP1A3,0.916376582973276
Q96KC2,Q9NP58-4,ARL5B,ABCB6,0.929610348630662
Q96KC2,Q12980,ARL5B,NPRL3,0.999827674626426
Q96KC2,Q9Y5M8,ARL5B,SRPRB,0.88864409728234
O43716,Q9H0R6,GATC,QRSL1,1.0
O43716,O75879,GATC,PET112L,0.999999963701649
Q9H3K2,P03905,GHITM,ND4,0.993095572027232
Q9H3K2,O95140,GHITM,MFN2,0.999991520867371
Q9H3K2,Q96A26,GHITM,FAM162A,0.999981446771619
Q9H3K2,Q8TCT9-5,GHITM,HM13,0.99396110014028
Q9H3K2,Q69YU5,GHITM,C12orf73,0.996321821510397
Q9H3K2,P84085,GHITM,ARF5,0.857213937432679
Q9H3K2,P21108,GHITM,PRPS1L1,0.832880966313351
Q9H3K2,Q96RQ1,GHITM,ERGIC2,0.982431220167297
Q9H3K2,P18031,GHITM,PTPN1,0.990219362920301
Q9H3K2,Q9NUQ2,GHITM,AGPAT5,0.906524979120951
Q9H3K2,P61224,GHITM,RAP1B,0.803872724154931
Q9H3K2,P61586,GHITM,RHOA,0.998728036332154
Q9H3K2,Q96BM9,GHITM,ARL8A,0.93090519204171
Q9H3K2,Q9BVS4,GHITM,RIOK2,0.899642692333632
Q9H3K2,Q14676-2,GHITM,MDC1,0.949100493575979
Q9H3K2,Q15006,GHITM,TTC35,0.902951393078575
Q9H3K2,P29372-2,GHITM,MPG,0.890007800103471
P63092-2,P38405,GNAS,GNAL,0.99999999950506
P63092-2,Q9UNF1-2,GNAS,MAGED2,0.99999999983297
P63092-2,P62879,GNAS,GNB2,0.999647256795866
P63092-2,Q9NVN3-1,GNAS,RIC8B,0.999819311476596
P63092-2,Q9UH62,GNAS,ARMCX3,0.999998953382239
P63092-2,P23786,GNAS,CPT2,0.999544576780531
Q08379-2,Q16204,GOLGA2,CCDC6,0.997425825246341
Q08379-2,Q9BQQ3,GOLGA2,GORASP1,0.99999999999987
Q08379-2,P49590,GOLGA2,HARS2,0.925012969751754
Q08379-2,Q92597,GOLGA2,NDRG1,0.981940019573087
Q08379-2,P48735,GOLGA2,IDH2,0.953347133293287
Q08379-2,P02792,GOLGA2,FTL,0.85173783746305
Q08379-2,Q8WW59,GOLGA2,SPRYD4,0.919869309853746
Q08379-2,Q3LXA3,GOLGA2,DAK,0.964186157827891
Q08379-2,Q13740-2,GOLGA2,ALCAM,0.981941133867409
Q08379-2,P11908-2,GOLGA2,PRPS2,0.75424403886419
Q08379-2,Q9P0J7,GOLGA2,KCMF1,0.99972222611337
Q08379-2,Q14353,GOLGA2,GAMT,0.906568693321911
Q9BQQ3,P10809,GORASP1,HSPD1,0.854837181475469
Q9BQQ3,P24941,GORASP1,CDK2,0.99999997850573
Q9BQQ3,P30622-1,GORASP1,CLIP1,0.99999997731036
Q9BQQ3,Q9GZT8-2,GORASP1,NIF3L1,0.926813804575066
Q9BQQ3,O75170-2,GORASP1,PPP6R2,0.999995386305129
Q9BQQ3,P51570,GORASP1,GALK1,0.90673439061979
Q9BQQ3,Q8TAF3,GORASP1,WDR48,0.999916360586324
Q9BQQ3,Q9UGI8-2,GORASP1,TES,0.9139175543978
Q9BQQ3,Q5T5M9-2,GORASP1,CCNJ,0.999999999160607
Q9BQQ3,P62068-3,GORASP1,USP46,0.99999941680609
Q9BQQ3,P00403,GORASP1,COX2,0.758555376820655
Q92759,Q13889,GTF2H4,GTF2H3,1.0
Q92759,Q9Y490,GTF2H4,TLN1,0.868680972539903
Q92759,Q6P1K8,GTF2H4,GTF2H2D,0.999999999997611
Q92759,Q00765,GTF2H4,REEP5,0.891071820746725
Q92759,P19447,GTF2H4,ERCC3,1.0
Q92759,P32780,GTF2H4,GTF2H1,1.0
Q92759,Q9UIQ6-2,GTF2H4,LNPEP,0.981251035724931
Q92759,Q6ZYL4,GTF2H4,GTF2H5,1.0
Q92759,P50613,GTF2H4,CDK7,0.989118980794636
Q92759,P51948,GTF2H4,MNAT1,0.992376473414526
Q92759,Q16651,GTF2H4,PRSS8,0.794597643360466
Q92759,Q8TCD5,GTF2H4,NT5C,0.920361446541777
Q92759,O75896,GTF2H4,TUSC2,0.962957934751028
Q8IY31-2,P07099,IFT20,EPHX1,0.978515530429158
Q96LB3,Q8TDQ7-2,IFT74,GNPDA2,0.993543076004445
Q96LB3,Q8WYA0,IFT74,IFT81,0.99999999999399
Q96LB3,Q7Z2W4,IFT74,ZC3HAV1,0.996348123741868
Q96LB3,Q86X76-2,IFT74,NIT1,0.979428858789732
P42701-2,P68366,IL12RB1,TUBA4A,0.983828576847445
P42701-2,Q71U36,IL12RB1,TUBA1A,0.998845009204999
P42701-2,Q9BQE3,IL12RB1,TUBA1C,0.957154402172183
P42701-2,P04350,IL12RB1,TUBB4,0.9746880120926
P42701-2,P07437,IL12RB1,TUBB,0.99813027223277
P42701-2,P68371,IL12RB1,TUBB2C,0.880540268392194
P42701-2,Q13509,IL12RB1,TUBB3,0.977955390277278
P42701-2,Q13885,IL12RB1,TUBB2A,0.897030428247785
P42701-2,Q3ZCM7,IL12RB1,TUBB8,0.998641043145731
P42701-2,Q9BUF5,IL12RB1,TUBB6,0.890252656318732
P42701-2,Q9H4B7,IL12RB1,TUBB1,0.999999987539948
P42701-2,P11021,IL12RB1,HSPA5,0.988681535148662
P42701-2,P27708,IL12RB1,CAD,0.762504730619665
P42701-2,Q13217,IL12RB1,DNAJC3,0.943391886027217
P42701-2,Q8IZ69-2,IL12RB1,TRMT2A,0.999450777184833
P42701-2,P49411,IL12RB1,TUFM,0.884856519731499
P42701-2,Q9UEW8,IL12RB1,STK39,0.94596484090066
P42701-2,Q6JQN1,IL12RB1,ACAD10,0.889233493177882
P42701-2,Q14697-2,IL12RB1,GANAB,0.897428761106829
P42701-2,P10321,IL12RB1,HLA-C,0.82942035087312
P42701-2,Q6S8J3,IL12RB1,POTEE,0.999995111707237
P42701-2,Q8TB37,IL12RB1,NUBPL,0.998033392991069
P42701-2,P55268,IL12RB1,LAMB2,0.970576979977725
P42701-2,Q9BXW7-2,IL12RB1,CECR5,0.970227502651857
P42701-2,Q9UK22,IL12RB1,FBXO2,0.972737609820238
P42701-2,P61916,IL12RB1,NPC2,0.991697628152856
P42701-2,Q9Y4K0,IL12RB1,LOXL2,0.985394827468724
P42701-2,Q6P1N9,IL12RB1,TATDN1,0.932519382196769
P42701-2,P18084,IL12RB1,ITGB5,0.838591955800836
P42701-2,Q9UQ49,IL12RB1,NEU3,0.987005174973495
P42701-2,Q8N2E2,IL12RB1,VWDE,0.757216559184941
P42701-2,P12236,IL12RB1,SLC25A6,0.754020194273874
P42701-2,P35869,IL12RB1,AHR,0.757052693601281
P42701-2,Q9Y2G8,IL12RB1,DNAJC16,0.758291668649021
P42701-2,Q15054,IL12RB1,POLD3,0.867804855733919
P42701-2,Q9BRT8,IL12RB1,CBWD1,0.993429579492531
P42701-2,Q8IUF1,IL12RB1,CBWD2,0.899941142969136
P42701-2,Q9UMR2,IL12RB1,DDX19B,0.99364044236387
P42701-2,Q9H6T0-2,IL12RB1,ESRP2,0.967378308013553
P42701-2,Q13438-2,IL12RB1,OS9,0.866720648523681
P42701-2,Q14CZ7,IL12RB1,FASTKD3,0.898509978702151
P42701-2,O15231-3,IL12RB1,ZNF185,0.830440430353626
P42701-2,Q9UKM7,IL12RB1,MAN1B1,0.863464274192837
P42701-2,Q6UXH1-2,IL12RB1,CRELD2,0.999599231147076
P42701-2,P60891,IL12RB1,PRPS1,0.943792791002718
P42701-2,P01033,IL12RB1,TIMP1,0.99897323390407
P42701-2,Q9NUJ3,IL12RB1,TCP11L1,0.982563269277299
P42701-2,Q13214-2,IL12RB1,SEMA3B,0.8525855400614
P42701-2,Q8NBP7,IL12RB1,PCSK9,0.911510271206544
P42701-2,Q15072,IL12RB1,ZNF146,0.999835665713542
P42701-2,Q99805,IL12RB1,TM9SF2,0.82438292868327
P42701-2,O95396,IL12RB1,MOCS3,0.99785070005792
P42701-2,Q9Y5Y2,IL12RB1,NUBP2,0.923587027037344
P42701-2,O94985-2,IL12RB1,CLSTN1,0.972209528703448
P42701-2,P22830-2,IL12RB1,FECH,0.986518267385764
P42701-2,P23919,IL12RB1,DTYMK,0.925118429448677
P42701-2,Q9P2E5-2,IL12RB1,CHPF2,0.851052963861321
P42701-2,O75879,IL12RB1,PET112L,0.834062655715452
P42701-2,Q9H2V7-2,IL12RB1,SPNS1,0.893826657587731
P42701-2,Q6UVK1,IL12RB1,CSPG4,0.805297392565898
P42701-2,Q8IYL2,IL12RB1,METTL19,0.998651350082251
P42701-2,Q9NS15-2,IL12RB1,LTBP3,0.960938649982115
P42701-2,Q9Y219-2,IL12RB1,JAG2,0.809984690633241
P42701-2,Q8IVT2,IL12RB1,C19orf21,0.977432378116228
P42701-2,Q99519,IL12RB1,NEU1,0.977164256881001
P42701-2,P50336,IL12RB1,PPOX,0.874482479388299
A1L0T0-2,O76071,ILVBL,CIAO1,0.997597925454418
A1L0T0-2,Q9Y3D0,ILVBL,FAM96B,0.990404022878073
A1L0T0-2,Q0IIM8,ILVBL,TBC1D8B,0.978528616502875
A1L0T0-2,Q66K14-2,ILVBL,TBC1D9B,0.999935833015294
A1L0T0-2,Q6P3X3,ILVBL,TTC27,0.898040839859104
A1L0T0-2,Q9BVC4-4,ILVBL,MLST8,0.986786104323751
A1L0T0-2,Q9NU22,ILVBL,MDN1,0.914108527527226
A1L0T0-2,Q9HCG7,ILVBL,GBA2,1.0
A1L0T0-2,Q86XI2-2,ILVBL,NCAPG2,0.999719348197569
A1L0T0-2,Q5SWX8-3,ILVBL,C1orf27,0.999763900242544
A1L0T0-2,Q9HAV4,ILVBL,XPO5,0.998401246734977
A1L0T0-2,P42356,ILVBL,PI4KA,0.999998261817255
A1L0T0-2,Q96T76,ILVBL,MMS19,0.97735495430423
A1L0T0-2,Q96ER3,ILVBL,SAAL1,0.99994289663104
A1L0T0-2,P57678,ILVBL,GEMIN4,0.908056666966433
A1L0T0-2,Q96CB8,ILVBL,INTS12,0.999805324389861
A1L0T0-2,Q5H8A4-2,ILVBL,PIGG,0.995927212688903
A1L0T0-2,Q9Y2V7-2,ILVBL,COG6,0.977306021854935
A1L0T0-2,Q92621,ILVBL,NUP205,0.962837638897419
A1L0T0-2,O43592,ILVBL,XPOT,0.811447116810375
A1L0T0-2,Q9C0E2,ILVBL,XPO4,0.998300710739726
A1L0T0-2,Q9H9E3,ILVBL,COG4,0.996332383867628
A1L0T0-2,Q15800,ILVBL,SC4MOL,0.989805693748741
A1L0T0-2,P42345,ILVBL,MTOR,0.999870135349917
A1L0T0-2,P13637,ILVBL,ATP1A3,0.92058296997736
A1L0T0-2,Q6YHU6,ILVBL,THADA,0.999999813762449
A1L0T0-2,O94955,ILVBL,RHOBTB3,0.999881838256353
A1L0T0-2,Q9H3K2,ILVBL,GHITM,0.999714202736326
A1L0T0-2,A6NM15,ILVBL,CBWD7,0.915018929945717
A1L0T0-2,Q14146,ILVBL,URB2,0.999998430324182
A1L0T0-2,Q9H583,ILVBL,HEATR1,0.901053264909539
A1L0T0-2,O00400,ILVBL,SLC33A1,0.928316043916585
A1L0T0-2,Q9NUQ7,ILVBL,UFSP2,0.995337967550379
A1L0T0-2,Q9BXW9-2,ILVBL,FANCD2,0.978792378346302
A1L0T0-2,Q9H0H0,ILVBL,INTS2,0.999356833060411
A1L0T0-2,Q8N201,ILVBL,INTS1,0.99998072065637
A1L0T0-2,Q92696,ILVBL,RABGGTA,0.960547381064481
A1L0T0-2,P48029,ILVBL,SLC6A8,0.986665989178381
A1L0T0-2,Q92536,ILVBL,SLC7A6,0.91533953401438
A1L0T0-2,Q96CN4,ILVBL,EVI5L,0.999910524709186
A1L0T0-2,Q96F07-2,ILVBL,CYFIP2,0.888424244158778
A1L0T0-2,Q13144,ILVBL,EIF2B5,0.98011422856621
A1L0T0-2,Q5VZL5-2,ILVBL,ZMYM4,0.871100207283851
A1L0T0-2,Q9Y5L0-1,ILVBL,TNPO3,0.999703187630467
A1L0T0-2,O43264,ILVBL,ZW10,0.783443159593324
A1L0T0-2,Q96ED9-2,ILVBL,HOOK2,0.994671742960461
A1L0T0-2,Q96JB2,ILVBL,COG3,0.997796945468674
A1L0T0-2,Q9BZF3-2,ILVBL,OSBPL6,0.999576310277505
A1L0T0-2,Q9UP83-2,ILVBL,COG5,0.962656104567944
A1L0T0-2,Q5MNZ6,ILVBL,WDR45L,0.826639895985802
A1L0T0-2,Q96QU8,ILVBL,XPO6,0.998511617467316
O14965,Q8TEP8,AURKA,CEP192,0.999999998096605
O14965,Q5H9R7-2,AURKA,PPP6R3,0.792564199034796
Q13349,P07437,ITGAD,TUBB,0.780598143615649
Q13349,Q3ZCM7,ITGAD,TUBB8,0.852521570498601
Q13349,P11021,ITGAD,HSPA5,0.863458740077761
Q13349,P14625,ITGAD,HSP90B1,0.82966978370479
Q13349,P30450,ITGAD,LOC100507680,0.990162886337332
Q13349,Q6MZM0,ITGAD,HEPHL1,0.995314420967303
Q13349,Q71U36,ITGAD,TUBA1A,0.956713683648518
Q13349,Q9BQE3,ITGAD,TUBA1C,0.801722162668098
Q13349,Q5VU13,ITGAD,VSIG8,0.999953621080468
Q13349,P33764,ITGAD,S100A3,0.999991982312387
Q13349,Q14696,ITGAD,MESDC2,0.999993180312807
Q13349,P12236,ITGAD,SLC25A6,0.815679286078753
Q13349,P51178,ITGAD,PLCD1,0.989362419104588
Q13349,Q12907,ITGAD,LMAN2,0.865427188078186
Q13349,Q15054,ITGAD,POLD3,0.996271845363479
Q13349,Q6PKC3-2,ITGAD,TXNDC11,0.999992746928588
Q13349,Q5JTY5,ITGAD,CBWD3,0.894966278388445
Q13349,Q9HC21,ITGAD,SLC25A19,0.762619370805252
Q13349,Q8TF66-2,ITGAD,LRRC15,0.999967624197301
Q13349,P05067-10,ITGAD,APP,0.834190479761847
Q13349,Q9UI12-2,ITGAD,ATP6V1H,0.888427830180843
Q13349,O95147,ITGAD,DUSP14,0.996769895776943
Q13349,Q16795,ITGAD,NDUFA9,0.911469233073887
Q13349,Q92538,ITGAD,GBF1,0.867068378515622
Q13349,Q9H0V9-2,ITGAD,LMAN2L,0.869595774880912
Q13349,Q9NV96-2,ITGAD,TMEM30A,0.866642909518112
Q13349,Q8N122,ITGAD,RPTOR,0.98238094959239
Q13349,Q8WYP5-2,ITGAD,AHCTF1,0.894768824539292
Q13349,Q86SJ6-2,ITGAD,DSG4,0.981961796447328
Q13349,Q5JW98,ITGAD,FAM26D,0.759887917986239
Q13349,P02042,ITGAD,HBD,0.940822786214933
Q13349,Q9BV94-2,ITGAD,EDEM2,0.999985271461605
Q13349,Q9UJC3,ITGAD,HOOK1,0.964986522992275
Q13349,Q16585,ITGAD,SGCB,0.926772441609876
Q13349,P15151-2,ITGAD,PVR,0.922702226996905
Q13349,Q9Y4P3,ITGAD,TBL2,0.958517829845032
Q13349,Q9Y219-2,ITGAD,JAG2,0.784247997329254
Q13349,P56556,ITGAD,NDUFA6,0.882677823658278
Q8WWA0,P04350,ITLN1,TUBB4,0.936225459052926
Q8WWA0,P07437,ITLN1,TUBB,0.91126294582496
Q8WWA0,Q13509,ITLN1,TUBB3,0.855987817876599
Q8WWA0,Q3ZCM7,ITLN1,TUBB8,0.96707544326152
Q8WWA0,Q9Y265,ITLN1,RUVBL1,0.752092164507461
Q8WWA0,P10809,ITLN1,HSPD1,0.998687434923407
Q8WWA0,P08240,ITLN1,SRPR,0.794991273505296
Q8WWA0,P11021,ITLN1,HSPA5,0.982164500448851
Q8WWA0,P50416-2,ITLN1,CPT1A,0.755302062201705
Q8WWA0,Q96RE7,ITLN1,NACC1,0.855037037717011
Q8WWA0,Q14527-2,ITLN1,HLTF,0.878761851148378
Q8WWA0,P33121-2,ITLN1,ACSL1,0.990718429840101
Q8WWA0,Q14249,ITLN1,ENDOG,0.999999593670824
Q8WWA0,P17987,ITLN1,TCP1,0.782254941444267
Q8WWA0,P05362,ITLN1,ICAM1,0.919985920759425
Q8WWA0,Q8WWU7,ITLN1,ITLN2,0.999999999803981
Q8WWA0,O95470,ITLN1,SGPL1,0.840481685483032
Q8WWA0,P68366,ITLN1,TUBA4A,0.843422882997403
Q8WWA0,Q71U36,ITLN1,TUBA1A,0.989141983247961
Q8WWA0,Q9BQE3,ITLN1,TUBA1C,0.908998532221847
Q8WWA0,P12235,ITLN1,SLC25A4,0.990180404617695
Q8WWA0,P12236,ITLN1,SLC25A6,0.84674527982531
Q8WWA0,Q15054,ITLN1,POLD3,0.891644142828607
Q8WWA0,Q9UG56-2,ITLN1,PISD,0.826842442102794
Q8WWA0,P78371,ITLN1,CCT2,0.853308204814219
Q8WWA0,O14967,ITLN1,CLGN,0.964644367130636
Q8WWA0,Q00325-2,ITLN1,SLC25A3,0.850276619610181
Q8WWA0,O75663-2,ITLN1,TIPRL,0.88795987728579
Q8WWA0,Q15345,ITLN1,LRRC41,0.984933949455074
Q8WWA0,Q96HI0,ITLN1,SENP5,0.996422802413405
Q8WWA0,P60891,ITLN1,PRPS1,0.814492551508945
Q8WWA0,Q8WUH6,ITLN1,C12orf23,0.99925992976752
Q8WWA0,Q5RI15-2,ITLN1,FAM36A,0.809992428512658
Q8WWA0,Q9UMR2,ITLN1,DDX19B,0.988732700211466
Q8WWA0,Q8TBP6,ITLN1,SLC25A40,0.834324373448263
Q8WWA0,Q9NPL8,ITLN1,C3orf1,0.996186381191305
Q8WWA0,Q58WW2-2,ITLN1,DCAF6,0.933044499828648
Q8WWA0,Q5VV42-2,ITLN1,CDKAL1,0.863307346321224
Q8WWA0,P50548,ITLN1,ERF,0.940963451596083
Q8WWA0,P41162,ITLN1,ETV3,0.912740907730077
Q8WWA0,Q14683,ITLN1,SMC1A,0.951002006857229
Q8WWA0,Q9H6X2,ITLN1,ANTXR1,0.96536808877288
Q8WWA0,O14966,ITLN1,RAB7L1,0.789137830736736
Q8WWA0,Q96NB2,ITLN1,SFXN2,0.957148286977228
Q8WWA0,Q4G0M1,ITLN1,FAM132B,0.995521214129272
Q8WWA0,Q96SQ9-2,ITLN1,CYP2S1,0.998599179690868
Q8WWA0,Q7Z333-3,ITLN1,SETX,0.862507895433272
