uniprot,symbol,compartments,n_compartments
Q9UQL6-3,HDAC5,cytosol;nucleus,2
A6NCE0,FOXO6,nucleus,1
Q12778,FOXO1,cytosol;mitochondrion;nucleus,3
Q9Y4H2,IRS2,cytosol;plasma_membrane,2
P47974,ZFP36L2,cytosol;nucleus,2
O60825,PFKFB2,cytosol;nucleus,2
Q8TEJ3,SH3RF3,nucleus,1
Q53SF7-2,COBLL1,extracellular;vesicle,2
P04049-2,RAF1,cytosol;golgi;mitochondrion;nucleus;plasma_membrane,5
O94885,SASH1,cytosol,1
Q96FS4,SIPA1,cytosol;nucleus,2
Q70EL4,USP43,nucleus,1
Q08AE8-2,SPIRE1,cytoskeleton;cytosol;mitochondrion;nucleus;plasma_membrane;vesicle,6
P35568,IRS1,cytosol;nucleus;plasma_membrane,3
Q9BPZ7-2,MAPKAP1,cytosol;endoplasmic_reticulum;endosome;golgi;lysosome;mitochondrion;nucleus;plasma_membrane;vesicle,9
Q8WWL2-3,SPIRE2,cytoskeleton;cytosol;plasma_membrane;vesicle,4
A7KAX9-2,ARHGAP32,cell junction;cytosol;endoplasmic_reticulum;endosome;golgi;nucleus;plasma_membrane;synapse;vesicle,9
O15049,N4BP3,plasma_membrane;vesicle,2
Q2KHR2-2,RFX7,nucleus,1
P26045,PTPN3,cytoskeleton;cytosol;plasma_membrane,3
Q9P2Y5,UVRAG,cytoskeleton;endoplasmic_reticulum;endosome;er_golgi_intermediate;lysosome;nucleus;vesicle,7
B5MCG9,R3HDM2,nucleus,1
Q8IVT5-2,KSR1,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,4
O15056-2,SYNJ2,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
Q8TF72,SHROOM3,cell junction;cytoskeleton;plasma_membrane,3
Q6UUV9-2,CRTC1,cytosol;nucleus;plasma_membrane,3
Q14457,BECN1,cytosol;endoplasmic_reticulum;endosome;mitochondrion;nucleus;vesicle,6
P27987-2,ITPKB,cytoskeleton;cytosol;endoplasmic_reticulum;nucleus,4
A4D2P6,GRID2IP,cell junction;plasma_membrane;synapse,3
Q6VY07,PACS1,cytosol;golgi,2
O60307,MAST3,cytoskeleton,1
Q16825,PTPN21,cytoskeleton,1
Q7Z6J0,SH3RF1,cytosol;golgi;plasma_membrane,3
Q8IUC4,RHPN2,cytosol;plasma_membrane,2
Q99683,MAP3K5,cytosol;endoplasmic_reticulum;nucleus,3
P49759,CLK1,nucleus,1
Q8IYY4,DZIP1L,cytoskeleton;plasma_membrane,2
Q9UNH5-2,CDC14A,cytoskeleton;cytosol;nucleolus;nucleus;plasma_membrane,5
Q9UDY2-3,TJP2,cell junction;cytosol;nucleus;plasma_membrane,4
Q9UK80-3,USP21,cytosol;nucleus,2
Q9NYJ8,TAB2,cytosol;endosome;lysosome;nucleus;plasma_membrane;vesicle,6
Q9BX66-10,SORBS1,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane,5
Q14693,LPIN1,cytosol;endoplasmic_reticulum;mitochondrion;nucleus,4
Q13796,SHROOM2,cell junction;cytoskeleton;extracellular;plasma_membrane;vesicle,5
Q9ULR3,PPM1H,mitochondrion;nucleus,2
P19532,TFE3,cytosol;lysosome;nucleus,3
P30291,WEE1,nucleolus;nucleus,2
P58107,EPPK1,cell junction;cytoskeleton;nucleus;plasma_membrane,4
P00734,F2,endoplasmic_reticulum;extracellular;golgi;plasma_membrane;vesicle,5
P50454,SERPINH1,endoplasmic_reticulum;er_golgi_intermediate;extracellular,3
P19256-2,CD58,extracellular;plasma_membrane;vesicle,3
Q9Y6X5,ENPP4,extracellular;plasma_membrane;vesicle,3
Q96K83,ZNF521,nucleus,1
Q9H165-6,BCL11A,cytosol;nucleus,2
P18669,PGAM1,cytosol;extracellular;vesicle,3
Q6XZF7,DNMBP,cell junction;cytoskeleton;cytosol;golgi;synapse,5
A8MT65,ZNF891,nucleus,1
Q9P0J6,MRPL36,mitochondrion,1
Q9NWH9,SLTM,nucleus,1
P80404,ABAT,mitochondrion,1
P80723,BASP1,cytoskeleton;extracellular;nucleus;plasma_membrane;vesicle,5
O60262,GNG7,extracellular;plasma_membrane;vesicle,3
Q6GPH6-2,ITPRIPL1,plasma_membrane,1
Q9UJ71,CD207,endosome;plasma_membrane;vesicle,3
Q7L576,CYFIP1,cell junction;cytosol;extracellular;plasma_membrane;synapse;vesicle,6
Q8NDX5-2,PHC3,nucleus,1
Q9ULC8-2,ZDHHC8,cytosol;golgi;mitochondrion,3
Q96NY7-2,CLIC6,extracellular;plasma_membrane;vesicle,3
Q9BXK1,KLF16,nucleus,1
O43310-2,CTIF,cytosol,1
Q96MF7,NSMCE2,nucleus,1
O15305,PMM2,cytosol;nucleus,2
P35244,RPA3,nucleus,1
Q9BXT5,TEX15,nucleus,1
Q9H4T2,ZSCAN16,nucleus,1
Q63HK3,ZKSCAN2,nucleus,1
Q86W11,ZSCAN30,nucleus,1
O14709,ZNF197,nucleus,1
P12235,SLC25A4,mitochondrion;plasma_membrane,2
O75072,FKTN,endoplasmic_reticulum;extracellular;golgi;nucleus,4
P22083,FUT4,golgi,1
Q9BSK2,SLC25A33,mitochondrion,1
P54753,EPHB3,cytosol;extracellular;plasma_membrane,3
P04843,RPN1,cytosol;endoplasmic_reticulum;nucleus;vesicle,4
Q8IWB1,ITPRIP,nucleus;plasma_membrane,2
O43761,SYNGR3,cell junction;synapse;vesicle,3
P26440,IVD,mitochondrion;nucleus,2
Q6P4I2,WDR73,cytoskeleton;plasma_membrane,2
P30532,CHRNA5,cell junction;plasma_membrane;synapse,3
Q8IXI2-2,RHOT1,mitochondrion,1
Q96IV0,NGLY1,cytosol;nucleus,2
P10599,TXN,cytosol;extracellular;nucleus;vesicle,4
O75582,RPS6KA5,nucleus,1
Q9NP97,DYNLRB1,cytoskeleton;plasma_membrane,2
Q9Y6Y1-2,CAMTA1,nucleus,1
P29122-2,PCSK6,endoplasmic_reticulum;extracellular;golgi;plasma_membrane,4
Q9P0K1-2,ADAM22,cell junction;plasma_membrane;synapse,3
A6NKF1,SAC3D1,cytoskeleton;nucleus,2
Q8IZ52,CHPF,cytosol;golgi;mitochondrion,3
Q9UKP4-2,ADAMTS7,endoplasmic_reticulum;extracellular,2
Q9UEE9,CFDP1,nucleus,1
O14730-2,RIOK3,cytosol,1
Q7Z2K8,GPRIN1,plasma_membrane,1
Q9UKM7,MAN1B1,endoplasmic_reticulum;extracellular;golgi;nucleus;vesicle,5
O75387-2,SLC43A1,endoplasmic_reticulum;nucleus;plasma_membrane,3
Q86VI4-2,LAPTM4B,endosome;lysosome;plasma_membrane;vesicle,4
Q96MT3,PRICKLE1,cytosol;nucleus,2
Q13415,ORC1,cytosol;nucleus,2
O75886,STAM2,cytosol;endosome;vesicle,3
P78549,NTHL1,mitochondrion;nucleus,2
Q9H426,RIMS4,cell junction;plasma_membrane;synapse,3
P13640,MT1G,nucleus,1
Q93083,MT1E,nucleus,1
P14649,MYL6B,cytoskeleton;cytosol;extracellular;vesicle,4
Q86VV8-3,RTTN,cytoskeleton;plasma_membrane,2
O75159,SOCS5,cytosol,1
Q9Y6I7,WSB1,cytosol,1
Q9Y576,ASB1,cytosol,1
Q15637-2,SF1,nucleus,1
P61224,RAP1B,cell junction;cytosol;extracellular;lysosome;plasma_membrane;vesicle,6
O75208,COQ9,mitochondrion,1
Q99622,C12orf57,nucleus,1
Q96DY2-2,IQCD,cytoskeleton;plasma_membrane,2
Q96BP3,PPWD1,nucleus,1
Q8IV08,PLD3,endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;vesicle,7
